id	phase	family	bnf_file	oracle_mode	expect	reference_class	sql	setup	cleanup	min_version	notes
compat_merge_009	A	merge	MERGE.bnf	parse_only	accept	syntax	MERGE INTO t USING s ON (t.id = s.id) WHEN NOT MATCHED THEN INSERT (id, x) VALUES (s.id, s.x) WHERE s.x > 0	none	none	23ai	merge insert where
compat_merge_010	A	merge	MERGE.bnf	parse_only	accept	syntax	MERGE INTO t USING (SELECT id, x FROM s) s2 ON (t.id = s2.id) WHEN MATCHED THEN UPDATE SET t.x = s2.x	none	none	23ai	merge using subquery
compat_merge_011	A	merge	MERGE.bnf	parse_only	accept	syntax	MERGE INTO t USING s ON (t.id = s.id) WHEN MATCHED THEN UPDATE SET t.a = s.x, t.b = s.id	none	none	23ai	merge multiple assignments
compat_merge_012	A	merge	MERGE.bnf	parse_only	accept	syntax	MERGE INTO t USING s ON (t.id = s.id) WHEN MATCHED THEN UPDATE SET t.x = s.x WHERE s.x > 0 DELETE WHERE t.x = 0	none	none	23ai	merge update where delete
compat_merge_013	A	merge	MERGE.bnf	parse_only	reject	syntax	MERGE INTO USING s ON (t.id = s.id) WHEN MATCHED THEN UPDATE SET t.x = s.x	none	none	23ai	missing merge target
compat_merge_014	A	merge	MERGE.bnf	parse_only	reject	syntax	MERGE INTO t USING s ON t.id = s.id WHEN MATCHED THEN UPDATE SET t.x = s.x	none	none	23ai	missing on parentheses
compat_merge_015	A	merge	MERGE.bnf	parse_only	reject	syntax	MERGE INTO t USING s ON (t.id = s.id) WHEN MATCHED THEN UPDATE SET	none	none	23ai	merge missing set assignments
compat_merge_016	A	merge	MERGE.bnf	parse_only	reject	syntax	MERGE INTO t USING s ON (t.id = s.id) WHEN NOT MATCHED THEN INSERT VALUES	none	none	23ai	merge insert missing values
compat_ddl_001	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_t_{run} (a NUMBER)	none	DROP TABLE compat_t_{run} PURGE	23ai	create table
compat_ddl_002	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE GLOBAL TEMPORARY TABLE compat_gtt_{run} (a NUMBER) ON COMMIT DELETE ROWS	none	DROP TABLE compat_gtt_{run} PURGE	23ai	global temporary table
compat_ddl_003	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ctas_{run} AS SELECT 1 a FROM dual	none	DROP TABLE compat_ctas_{run} PURGE	23ai	create table as select
compat_ddl_004	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_cons_{run} (a NUMBER CONSTRAINT compat_nn_{run} NOT NULL, CONSTRAINT compat_pk_{run} PRIMARY KEY (a))	none	DROP TABLE compat_cons_{run} PURGE	23ai	table constraints
compat_ddl_005	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE (a NUMBER)	none	none	23ai	missing table name
compat_ddl_006	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_{run} (a NUMBER	none	none	23ai	missing close paren
compat_ddl_007	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_{run} (SELECT NUMBER)	none	none	23ai	reserved column name
compat_ddl_008	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_idx_{run} ON t(a)	none	DROP INDEX compat_idx_{run}	23ai	create index
compat_ddl_009	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE UNIQUE INDEX compat_uidx_{run} ON t(b)	none	DROP INDEX compat_uidx_{run}	23ai	unique index
compat_ddl_010	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx_{run} ON	none	none	23ai	missing index target
compat_ddl_011	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE VIEW compat_v_{run} AS SELECT 1 a FROM dual	none	DROP VIEW compat_v_{run}	23ai	create view
compat_ddl_012	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE OR REPLACE VIEW compat_v_{run} AS SELECT 1 a FROM dual	none	DROP VIEW compat_v_{run}	23ai	create or replace view
compat_ddl_013	B	ddl	CREATE-VIEW.bnf	parse_only	reject	syntax	CREATE VIEW compat_bad_v_{run} SELECT 1 FROM dual	none	none	23ai	missing as
compat_ddl_014	B	ddl	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE compat_seq_{run} START WITH 1 INCREMENT BY 1	none	DROP SEQUENCE compat_seq_{run}	23ai	create sequence
compat_ddl_015	B	ddl	CREATE-SEQUENCE.bnf	parse_only	reject	syntax	CREATE SEQUENCE START WITH 1	none	none	23ai	missing sequence name
compat_ddl_016	B	ddl	CREATE-SYNONYM.bnf	parse_only	accept	syntax	CREATE SYNONYM compat_syn_{run} FOR t	none	DROP SYNONYM compat_syn_{run}	23ai	create synonym
compat_ddl_017	B	ddl	CREATE-SYNONYM.bnf	parse_only	reject	syntax	CREATE SYNONYM FOR t	none	none	23ai	missing synonym name
compat_ddl_018	B	ddl	COMMENT.bnf	parse_only	accept	syntax	COMMENT ON TABLE t IS 'compat'	none	none	23ai	comment table
compat_ddl_019	B	ddl	TRUNCATE-TABLE.bnf	parse_only	accept	syntax	TRUNCATE TABLE t	none	none	23ai	truncate table
compat_ddl_020	B	ddl	DROP-TABLE.bnf	parse_only	reject	syntax	DROP TABLE	none	none	23ai	missing drop table name
compat_ddl_021	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_types_{run} (n NUMBER(10,2), v VARCHAR2(100), d DATE, ts TIMESTAMP, c CLOB)	none	DROP TABLE compat_types_{run} PURGE	23ai	common column datatypes
compat_ddl_022	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_ident_{run} (id NUMBER GENERATED ALWAYS AS IDENTITY, name VARCHAR2(30))	none	DROP TABLE compat_ident_{run} PURGE	23ai	identity column
compat_ddl_023	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_defaults_{run} (id NUMBER DEFAULT 1, created_at DATE DEFAULT SYSDATE)	none	DROP TABLE compat_defaults_{run} PURGE	23ai	default expressions
compat_ddl_024	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_check_{run} (a NUMBER CHECK (a > 0))	none	DROP TABLE compat_check_{run} PURGE	23ai	inline check constraint
compat_ddl_025	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_fk_{run} (department_id NUMBER REFERENCES departments(department_id))	none	DROP TABLE compat_fk_{run} PURGE	23ai	inline foreign key
compat_ddl_026	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_tblsp_{run} (a NUMBER) TABLESPACE users	none	DROP TABLE compat_tblsp_{run} PURGE	23ai	table tablespace
compat_ddl_027	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_part_range_{run} (a NUMBER) PARTITION BY RANGE (a) (PARTITION p1 VALUES LESS THAN (10), PARTITION pmax VALUES LESS THAN (MAXVALUE))	none	DROP TABLE compat_part_range_{run} PURGE	23ai	range partition
compat_ddl_028	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_part_list_{run} (region VARCHAR2(10)) PARTITION BY LIST (region) (PARTITION p1 VALUES ('E'), PARTITION p2 VALUES ('W'))	none	DROP TABLE compat_part_list_{run} PURGE	23ai	list partition
compat_ddl_029	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_part_hash_{run} (a NUMBER) PARTITION BY HASH (a) PARTITIONS 4	none	DROP TABLE compat_part_hash_{run} PURGE	23ai	hash partition
compat_ddl_030	B	ddl	CREATE-TABLE.bnf	parse_only	accept	syntax	CREATE TABLE compat_lob_{run} (id NUMBER, doc CLOB) LOB (doc) STORE AS (TABLESPACE users)	none	DROP TABLE compat_lob_{run} PURGE	23ai	lob storage clause
compat_ddl_031	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_cols_{run} (a NUMBER,)	none	none	23ai	trailing table column comma
compat_ddl_032	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_col_{run} (a)	none	none	23ai	column missing datatype
compat_ddl_033	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_ctas_{run} AS	none	none	23ai	ctas missing query
compat_ddl_034	B	ddl	CREATE-TABLE.bnf	parse_only	reject	syntax	CREATE TABLE compat_bad_part_{run} (a NUMBER) PARTITION BY RANGE (a) (PARTITION p1)	none	none	23ai	partition missing values
compat_ddl_035	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE BITMAP INDEX compat_bidx_{run} ON t(a)	none	DROP INDEX compat_bidx_{run}	23ai	bitmap index
compat_ddl_036	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_fidx_{run} ON employees(UPPER(last_name))	none	DROP INDEX compat_fidx_{run}	23ai	function based index
compat_ddl_037	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_ridx_{run} ON t(a) REVERSE	none	DROP INDEX compat_ridx_{run}	23ai	reverse index
compat_ddl_038	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_oidx_{run} ON t(a) ONLINE	none	DROP INDEX compat_oidx_{run}	23ai	online index
compat_ddl_039	B	ddl	CREATE-INDEX.bnf	parse_only	accept	syntax	CREATE INDEX compat_cidx_{run} ON t(a) COMPRESS	none	DROP INDEX compat_cidx_{run}	23ai	compressed index
compat_ddl_040	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx_{run} ON t()	none	none	23ai	empty index column list
compat_ddl_041	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx_{run} ON t(a,)	none	none	23ai	trailing index column comma
compat_ddl_042	B	ddl	CREATE-INDEX.bnf	parse_only	reject	syntax	CREATE INDEX compat_bad_idx_{run} ON t	none	none	23ai	missing index column list
compat_ddl_043	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE VIEW compat_vcols_{run} (a, b) AS SELECT 1 a, 2 b FROM dual	none	DROP VIEW compat_vcols_{run}	23ai	view column aliases
compat_ddl_044	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE FORCE VIEW compat_force_v_{run} AS SELECT * FROM t	none	DROP VIEW compat_force_v_{run}	23ai	force view
compat_ddl_045	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE VIEW compat_ro_v_{run} AS SELECT 1 a FROM dual WITH READ ONLY	none	DROP VIEW compat_ro_v_{run}	23ai	view read only
compat_ddl_046	B	ddl	CREATE-VIEW.bnf	parse_only	accept	syntax	CREATE VIEW compat_ck_v_{run} AS SELECT 1 a FROM dual WITH CHECK OPTION	none	DROP VIEW compat_ck_v_{run}	23ai	view check option
compat_ddl_047	B	ddl	CREATE-VIEW.bnf	parse_only	reject	syntax	CREATE VIEW compat_bad_v_{run} AS	none	none	23ai	view missing query
compat_ddl_048	B	ddl	CREATE-VIEW.bnf	parse_only	reject	syntax	CREATE VIEW compat_bad_v_{run} () AS SELECT 1 FROM dual	none	none	23ai	empty view column aliases
compat_ddl_049	B	ddl	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE compat_seq_minmax_{run} MINVALUE 1 MAXVALUE 999999	none	DROP SEQUENCE compat_seq_minmax_{run}	23ai	sequence min max
compat_ddl_050	B	ddl	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE compat_seq_cache_{run} MAXVALUE 999999 CYCLE CACHE 20 ORDER	none	DROP SEQUENCE compat_seq_cache_{run}	23ai	sequence cycle cache order
compat_ddl_051	B	ddl	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE compat_seq_nocache_{run} NOCACHE NOORDER NOCYCLE	none	DROP SEQUENCE compat_seq_nocache_{run}	23ai	sequence no cache no order
compat_ddl_052	B	ddl	CREATE-SEQUENCE.bnf	parse_only	accept	syntax	CREATE SEQUENCE compat_seq_nomax_{run} NOMINVALUE NOMAXVALUE	none	DROP SEQUENCE compat_seq_nomax_{run}	23ai	sequence nomin nomax
compat_ddl_053	B	ddl	CREATE-SEQUENCE.bnf	parse_only	reject	syntax	CREATE SEQUENCE compat_bad_seq_{run} CACHE	none	none	23ai	sequence cache missing value
compat_ddl_054	B	ddl	CREATE-SEQUENCE.bnf	parse_only	reject	syntax	CREATE SEQUENCE compat_bad_seq_{run} INCREMENT BY	none	none	23ai	sequence increment missing value
compat_ddl_055	B	ddl	CREATE-SYNONYM.bnf	parse_only	accept	syntax	CREATE OR REPLACE SYNONYM compat_syn_replace_{run} FOR t	none	DROP SYNONYM compat_syn_replace_{run}	23ai	create or replace synonym
compat_ddl_056	B	ddl	CREATE-SYNONYM.bnf	parse_only	accept	syntax	CREATE SYNONYM compat_syn_schema_{run} FOR testuser.t	none	DROP SYNONYM compat_syn_schema_{run}	23ai	synonym schema target
compat_ddl_057	B	ddl	CREATE-SYNONYM.bnf	parse_only	reject	syntax	CREATE SYNONYM compat_bad_syn_{run} FOR	none	none	23ai	synonym missing target
compat_ddl_058	B	ddl	CREATE-SYNONYM.bnf	parse_only	reject	syntax	CREATE SYNONYM compat_bad_syn_{run} t	none	none	23ai	synonym missing for
compat_ddl_059	B	ddl	DROP-TABLE.bnf	parse_only	accept	syntax	DROP TABLE compat_drop_{run} CASCADE CONSTRAINTS PURGE	CREATE TABLE compat_drop_{run} (a NUMBER)	none	23ai	drop table cascade purge
compat_ddl_060	B	ddl	DROP-TABLE.bnf	parse_only	accept	syntax	DROP TABLE IF EXISTS compat_missing_{run} PURGE	none	none	23ai	drop table if exists
compat_ddl_061	B	ddl	DROP-VIEW.bnf	parse_only	accept	syntax	DROP VIEW compat_drop_v_{run}	CREATE VIEW compat_drop_v_{run} AS SELECT 1 a FROM dual	none	23ai	drop view
compat_ddl_062	B	ddl	DROP-INDEX.bnf	parse_only	accept	syntax	DROP INDEX compat_drop_idx_{run} ONLINE	CREATE INDEX compat_drop_idx_{run} ON t(c)	none	23ai	drop index online
compat_ddl_063	B	ddl	DROP-SEQUENCE.bnf	parse_only	accept	syntax	DROP SEQUENCE compat_drop_seq_{run}	CREATE SEQUENCE compat_drop_seq_{run}	none	23ai	drop sequence
compat_ddl_064	B	ddl	DROP-SYNONYM.bnf	parse_only	accept	syntax	DROP SYNONYM compat_drop_syn_{run} FORCE	CREATE SYNONYM compat_drop_syn_{run} FOR t	none	23ai	drop synonym force
compat_ddl_065	B	ddl	DROP-TABLE.bnf	parse_only	reject	syntax	DROP TABLE t CASCADE PURGE	none	none	23ai	drop table malformed cascade
compat_ddl_066	B	ddl	DROP-INDEX.bnf	parse_only	reject	syntax	DROP INDEX ONLINE	none	none	23ai	drop index missing name
compat_ddl_067	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_addp_{run} ADD (z NUMBER)	CREATE TABLE compat_alt_addp_{run} (a NUMBER)	DROP TABLE compat_alt_addp_{run} PURGE	23ai	alter add column parens
compat_ddl_068	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_add_{run} ADD z NUMBER	CREATE TABLE compat_alt_add_{run} (a NUMBER)	DROP TABLE compat_alt_add_{run} PURGE	23ai	alter add column no parens
compat_ddl_069	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_mod_{run} MODIFY (a NUMBER(10))	CREATE TABLE compat_alt_mod_{run} (a NUMBER)	DROP TABLE compat_alt_mod_{run} PURGE	23ai	alter modify column
compat_ddl_070	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_drop_{run} DROP COLUMN c	CREATE TABLE compat_alt_drop_{run} (a NUMBER, c NUMBER)	DROP TABLE compat_alt_drop_{run} PURGE	23ai	alter drop column
compat_ddl_071	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_rename_col_{run} RENAME COLUMN a TO aa	CREATE TABLE compat_alt_rename_col_{run} (a NUMBER)	DROP TABLE compat_alt_rename_col_{run} PURGE	23ai	alter rename column
compat_ddl_072	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_rename_tab_{run} RENAME TO compat_renamed_{run}	CREATE TABLE compat_alt_rename_tab_{run} (a NUMBER)	DROP TABLE compat_renamed_{run} PURGE	23ai	alter rename table
compat_ddl_073	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_chk_{run} ADD CONSTRAINT compat_chk_{run} CHECK (a > 0)	CREATE TABLE compat_alt_chk_{run} (a NUMBER)	DROP TABLE compat_alt_chk_{run} PURGE	23ai	alter add check constraint
compat_ddl_074	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_drop_chk_{run} DROP CONSTRAINT compat_chk_drop_{run}	CREATE TABLE compat_alt_drop_chk_{run} (a NUMBER, CONSTRAINT compat_chk_drop_{run} CHECK (a > 0))	DROP TABLE compat_alt_drop_chk_{run} PURGE	23ai	alter drop constraint
compat_ddl_075	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_read_{run} READ ONLY	CREATE TABLE compat_alt_read_{run} (a NUMBER)	DROP TABLE compat_alt_read_{run} PURGE	23ai	alter read only
compat_ddl_076	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_nolog_{run} NOLOGGING	CREATE TABLE compat_alt_nolog_{run} (a NUMBER)	DROP TABLE compat_alt_nolog_{run} PURGE	23ai	alter nologging
compat_ddl_077	B	ddl	ALTER-TABLE.bnf	parse_only	accept	syntax	ALTER TABLE compat_alt_move_{run} MOVE	CREATE TABLE compat_alt_move_{run} (a NUMBER)	DROP TABLE compat_alt_move_{run} PURGE	23ai	alter move
compat_ddl_078	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE t ADD	none	none	23ai	alter add missing definition
compat_ddl_079	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE t RENAME COLUMN a	none	none	23ai	alter rename column missing target
compat_ddl_080	B	ddl	ALTER-TABLE.bnf	parse_only	reject	syntax	ALTER TABLE ADD (a NUMBER)	none	none	23ai	alter table missing name
compat_ddl_081	B	ddl	COMMENT.bnf	parse_only	accept	syntax	COMMENT ON COLUMN compat_comment_{run}.a IS 'compat column'	CREATE TABLE compat_comment_{run} (a NUMBER)	DROP TABLE compat_comment_{run} PURGE	23ai	comment column
compat_ddl_082	B	ddl	COMMENT.bnf	parse_only	reject	syntax	COMMENT ON TABLE t IS NULL	none	none	23ai	comment null is invalid
compat_ddl_083	B	ddl	COMMENT.bnf	parse_only	reject	syntax	COMMENT ON TABLE t	none	none	23ai	comment missing is
compat_ddl_084	B	ddl	COMMENT.bnf	parse_only	reject	syntax	COMMENT ON COLUMN t.a IS	none	none	23ai	comment missing text
compat_ddl_085	B	ddl	TRUNCATE-TABLE.bnf	parse_only	accept	syntax	TRUNCATE TABLE compat_trunc_drop_{run} DROP STORAGE	CREATE TABLE compat_trunc_drop_{run} (a NUMBER)	DROP TABLE compat_trunc_drop_{run} PURGE	23ai	truncate drop storage
compat_ddl_086	B	ddl	TRUNCATE-TABLE.bnf	parse_only	accept	syntax	TRUNCATE TABLE compat_trunc_reuse_{run} REUSE STORAGE	CREATE TABLE compat_trunc_reuse_{run} (a NUMBER)	DROP TABLE compat_trunc_reuse_{run} PURGE	23ai	truncate reuse storage
compat_ddl_087	B	ddl	TRUNCATE-TABLE.bnf	parse_only	accept	syntax	TRUNCATE TABLE compat_trunc_cascade_{run} CASCADE	CREATE TABLE compat_trunc_cascade_{run} (a NUMBER)	DROP TABLE compat_trunc_cascade_{run} PURGE	23ai	truncate cascade
compat_ddl_088	B	ddl	TRUNCATE-TABLE.bnf	parse_only	accept	syntax	TRUNCATE TABLE compat_trunc_mvlog_{run} PURGE MATERIALIZED VIEW LOG	CREATE TABLE compat_trunc_mvlog_{run} (a NUMBER)	DROP TABLE compat_trunc_mvlog_{run} PURGE	23ai	truncate purge mv log
compat_ddl_089	B	ddl	TRUNCATE-TABLE.bnf	parse_only	reject	syntax	TRUNCATE TABLE	none	none	23ai	truncate missing table
compat_ddl_090	B	ddl	TRUNCATE-TABLE.bnf	parse_only	reject	syntax	TRUNCATE TABLE t DROP	none	none	23ai	truncate drop missing storage
compat_ddl_091	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_{run} AS SELECT 1 a FROM dual	none	DROP MATERIALIZED VIEW compat_mv_{run}	23ai	basic materialized view
compat_ddl_092	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_def_{run} BUILD DEFERRED AS SELECT 1 a FROM dual	none	DROP MATERIALIZED VIEW compat_mv_def_{run}	23ai	materialized view build deferred
compat_ddl_093	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_comp_{run} REFRESH COMPLETE ON DEMAND AS SELECT 1 a FROM dual	none	DROP MATERIALIZED VIEW compat_mv_comp_{run}	23ai	materialized view complete refresh
compat_ddl_094	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_force_{run} REFRESH FORCE WITH PRIMARY KEY AS SELECT a FROM t	none	DROP MATERIALIZED VIEW compat_mv_force_{run}	23ai	materialized view force refresh primary key
compat_ddl_095	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_never_{run} NEVER REFRESH AS SELECT 1 a FROM dual	none	DROP MATERIALIZED VIEW compat_mv_never_{run}	23ai	materialized view never refresh
compat_ddl_096	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW compat_mv_cache_{run} CACHE PARALLEL 2 AS SELECT 1 a FROM dual	none	DROP MATERIALIZED VIEW compat_mv_cache_{run}	23ai	materialized view cache parallel
compat_ddl_097	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW compat_bad_mv_{run} AS	none	none	23ai	materialized view missing query
compat_ddl_098	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW AS SELECT 1 FROM dual	none	none	23ai	materialized view missing name
compat_ddl_099	B	ddl	CREATE-MATERIALIZED-VIEW.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW compat_bad_mv_{run} REFRESH FAST AS	none	none	23ai	materialized view refresh missing query
compat_ddl_100	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW LOG ON compat_mlog_t_{run}	CREATE TABLE compat_mlog_t_{run} (a NUMBER PRIMARY KEY)	DROP MATERIALIZED VIEW LOG ON compat_mlog_t_{run}; DROP TABLE compat_mlog_t_{run} PURGE	23ai	basic materialized view log
compat_ddl_101	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW LOG ON compat_mlog_pk_{run} WITH PRIMARY KEY INCLUDING NEW VALUES	CREATE TABLE compat_mlog_pk_{run} (a NUMBER PRIMARY KEY)	DROP MATERIALIZED VIEW LOG ON compat_mlog_pk_{run}; DROP TABLE compat_mlog_pk_{run} PURGE	23ai	materialized view log primary key
compat_ddl_102	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW LOG ON compat_mlog_rowid_{run} WITH ROWID, SEQUENCE (a) INCLUDING NEW VALUES	CREATE TABLE compat_mlog_rowid_{run} (a NUMBER)	DROP MATERIALIZED VIEW LOG ON compat_mlog_rowid_{run}; DROP TABLE compat_mlog_rowid_{run} PURGE	23ai	materialized view log rowid sequence columns
compat_ddl_103	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	accept	syntax	CREATE MATERIALIZED VIEW LOG ON compat_mlog_purge_{run} WITH ROWID PURGE IMMEDIATE SYNCHRONOUS	CREATE TABLE compat_mlog_purge_{run} (a NUMBER)	DROP MATERIALIZED VIEW LOG ON compat_mlog_purge_{run}; DROP TABLE compat_mlog_purge_{run} PURGE	23ai	materialized view log purge immediate
compat_ddl_104	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW LOG ON	none	none	23ai	materialized view log missing table
compat_ddl_105	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW LOG compat_bad_mlog_{run}	none	none	23ai	materialized view log missing on
compat_ddl_106	B	ddl	CREATE-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	CREATE MATERIALIZED VIEW LOG ON compat_bad_mlog_{run} WITH (	none	none	23ai	materialized view log malformed column list
compat_ddl_107	B	ddl	ALTER-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	ALTER MATERIALIZED VIEW compat_alt_mv_{run} COMPILE	CREATE MATERIALIZED VIEW compat_alt_mv_{run} AS SELECT 1 a FROM dual	DROP MATERIALIZED VIEW compat_alt_mv_{run}	23ai	alter materialized view compile
compat_ddl_108	B	ddl	ALTER-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	ALTER MATERIALIZED VIEW compat_alt_mv_cache_{run} CACHE	CREATE MATERIALIZED VIEW compat_alt_mv_cache_{run} AS SELECT 1 a FROM dual	DROP MATERIALIZED VIEW compat_alt_mv_cache_{run}	23ai	alter materialized view cache
compat_ddl_109	B	ddl	ALTER-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	ALTER MATERIALIZED VIEW compat_alt_mv_refresh_{run} REFRESH COMPLETE ON DEMAND	CREATE MATERIALIZED VIEW compat_alt_mv_refresh_{run} AS SELECT 1 a FROM dual	DROP MATERIALIZED VIEW compat_alt_mv_refresh_{run}	23ai	alter materialized view refresh complete
compat_ddl_110	B	ddl	ALTER-MATERIALIZED-VIEW.bnf	parse_only	reject	syntax	ALTER MATERIALIZED VIEW compat_bad_mv_{run}	none	none	23ai	alter materialized view missing action
compat_ddl_111	B	ddl	ALTER-MATERIALIZED-VIEW.bnf	parse_only	reject	syntax	ALTER MATERIALIZED VIEW compat_bad_mv_{run} REFRESH	none	none	23ai	alter materialized view refresh missing method
compat_ddl_112	B	ddl	DROP-MATERIALIZED-VIEW.bnf	parse_only	accept	syntax	DROP MATERIALIZED VIEW compat_drop_mv_{run}	CREATE MATERIALIZED VIEW compat_drop_mv_{run} AS SELECT 1 a FROM dual	none	23ai	drop materialized view
compat_ddl_113	B	ddl	DROP-MATERIALIZED-VIEW-LOG.bnf	parse_only	accept	syntax	DROP MATERIALIZED VIEW LOG ON compat_drop_mlog_t_{run}	CREATE TABLE compat_drop_mlog_t_{run} (a NUMBER PRIMARY KEY); CREATE MATERIALIZED VIEW LOG ON compat_drop_mlog_t_{run}	DROP TABLE compat_drop_mlog_t_{run} PURGE	23ai	drop materialized view log
compat_ddl_114	B	ddl	DROP-MATERIALIZED-VIEW-LOG.bnf	parse_only	reject	syntax	DROP MATERIALIZED VIEW LOG	none	none	23ai	drop materialized view log missing on
